,Clean_Job_decription,skills
1807,experience implementing least 2 end end hadoop projectsmin 4 year experience hadoop sparkcore spark streaming scala python hive impala sparksql cassandra kafkamin 2 year experience aws s3 emr glue lambda step function kinesis ec2 rdsexperience ci cd toolchain jira confluence bamboo bitbucket artifactory experience working ai ml project aws,"['4 year', 'scala', 'python', 'cassandra', 'toolchain jira confluence bamboo', 'ai', 'ml', 'impala', 'bitbucket', '2', 'hadoop']"
1808,mandatory preferred skill crm web ui framework including component workbenchenhancement framework crm 7 0 aet eewb structural enhancement etc hand experience bol genil programminggood working knowledge 1 order framework including apisabap object workflow bapis badis report programming data migrationworked technical solutioning architecture complex landscape including sap crm erp s4hana non sap systemsnice brf plus ace authorization conceptprocedural abap including alv rfc lsmw smart form adobe formssap crm 7 0 fundamental certificationexposure c4c data fiori hybris would added advantageexperience 5 year relevant experience sap crm premise technical developmentsothers relevant coursework project demonstrate candidate communication interpersonal skill well strong work ethic prove high quality deliverablesdemonstrated leadership curricular extra curricular activitiesvery good communicationreputed college good exposure industry part curriculumbe btech base qualification,"['component', '1', 'framework', '7 0', '5 year', 'workflow']"
1809,part hardware related software hsw team team support identified automotive oem german north america french indian developing active safety device like ab esp leading product hsw team responsible develop integrate test release deliver software part related hardware like micro controller based board team support customer realize application vehicle start development sod end verification eov,"['north america', 'french', 'eov', 'release', 'oem german', 'indian', 'software', 'support']"
1810,role responsibilitiesautosar based diagnostic network component developmentrealizing customer requirement diagnostic network relevant software topicssw development according aspice standardsintegrate test autosar bsw module mainly comstack dem dcm project specific configuration corresponding autosar component e g dcm com connect collaborate cross discipline team like application hw abstraction module perform unit test component test integration test developed module verify system behavior ensure system compliance carb california air resource board obd asil automotive safety integrity level requirement participate technical review brain storming session organized within team act interface customer project autosar platform provide customer team support project specific implementation testing requirementsstrong knowledge autosarstrong knowledge automotive network diagnostic protocol lin flexray ethernet j1939 uds obd iiproficiency embedded c programming language good knowledge sw development life cycleautomotive embedded knowledge experienceexcellent communication presentation skillsbackground automotive system desirableprogramming experience c c c python perl expertise caplknowledge experience quality process safety standardssoft skill requirementsteam playerability work independently minimal supervision willingness learn new technical topic,"['testing', 'programming language', 'component', 'python', 'role responsibilitiesautosar based', 'software', 'support', 'lin flexray ethernet j1939', 'perl', 'bsw module']"
1811,1 graduate 2 experience training development least 3 4 years3 good communication skills4 detailed knowledge co ordination training5 basic knowledge microsoft office especially excel word application,"['1', '2']"
1812,expand team additional task europe internal control system looking auditor monitoring procedure bosch internal customer spain skill profound knowledge accounting process process area e g sale purchasing hr understanding internal control system method independent structured way working strong communication skill commitment flexibility team spirit clear service mindset customer supporting attitude good english communication spanish language skill completed degree economics comparable,"['accounting', 'monitoring', 'spain', 'english', 'europe']"
1813,recruitment co ordinatordesign update job descriptionssource potential candidate various online channel e g social medium professional platform like naukri linkedin craft recruiting email attract passive candidatesscreen incoming resume application formsinterview candidate via phone video person prepare distribute assignment numerical language logical reasoning test applicableadvertise job opening company career page social medium job board internallyprovide shortlist qualified candidate hiring managerssend job offer email touch candidate till onboarding monitor key hr metric including time fill time hire source hireparticipate job fair host house virtual recruitment event applicablecollaborate manager identify future hiring need,['medium']
1814,onboarding responsibility onboarding good communication skill handling possible failure problem coordinating user comment change ability process report ability create dynamic query sap hr system,[]
1815,contribute common goal project leader responsible secure implementation project related data automated deletion related sap non sap systemsconduct alignment area business area ensure request planned versus project deliverable time budgetminimize risk project executionensure quality project controlled mannerrespond business change request together area,['business']
1816,employee data management leave time management om responsibility process based sap hcm system support user field sap hcm application process operating handling possible failure problem coordinating user comment change ability process report ability create dynamic query sap hr system,"['data management', 'sap hcm system support', 'sap hcm']"
1817,azure senior data modelerjob descriptionresponsible designing developing data model azure data lakebuild mapping source e g view target e g table objectscollaborate key stakeholder analyze demand contribute cost benefit analysis estimationgather requirement deliver data solution address requirementsdesign etl elt process source systemsbuild maintain data integration support continuing increase data volume complexityensure development follow standard coding pattern fully documented meet design requirementsimplement automated testingmonitor performance data pipeline troubleshoot incident provide support end usersqualifications10 year experience sql microsoft bi stack ssis ssrs ssa 4 year experience azure data engineer platform azure sql azure data factory azure data lake delta lake azure databricks synapse could storage scala experience azure devops git version controlexperience sql dimensional modelingexperience data warehouse best practice development standard methodologiesgood knowledge azure cloud infrastructure security developmentexecution experience agile scrum project methodologyknowledge power platform nice good oral written communication skillazure certification would added advantage,"['4 year', 'scala', 'data warehouse', 'data model', 'security', 'design', 'scrum', 'git', 'lake delta lake', 'devops', 'data integration', 'support', 'azure']"
1818,good written verbal communication skill high level accuracy efficiency accountability carrying account payable process ensure accounting invoice credit note po non po per defined service level agreement responsible ensuring defined process per central directive followed posting releasing invoice payment scan invoice scan light perform quality check invoice image scan needed cross check ocr data image vendor invoice enter key data field required like invoice number invoice date invoice amount purchase order number etc initiate workflow correct user per type invoice amount mentioned invoice assign proper error code invoice booked monitor resolve due document systematic escalation matrix contacting internal business partner work correction reversal reposting clearing vendor account ensuring account close open transaction meet timeline month year end closing complete end end knowledge account payable process,"['business', 'accounting', 'scan', 'timeline month year end', 'workflow']"
1819,good written verbal communication skill high level accuracy efficiency accountability carrying account payable process ensure accounting invoice credit note po non po per defined service level agreement responsible ensuring defined process per central directive followed posting releasing invoice payment scan invoice scan light perform quality check invoice image scan needed cross check ocr data image vendor invoice enter key data field required like invoice number invoice date invoice amount purchase order number etc initiate workflow correct user per type invoice amount mentioned invoice assign proper error code invoice booked monitor resolve due document systematic escalation matrix contacting internal business partner work correction reversal reposting clearing vendor account ensuring account close open transaction meet timeline month year end closing complete end end knowledge account payable process,"['business', 'accounting', 'scan', 'timeline month year end', 'workflow']"
1820,3 6 year demonstrated experience creating implementing frontend web applicationsdetailed experience coding ability troubleshoot analyze web based frontend applicationscontinued education research web app frontend development trend current design strategy technologystrong object oriented programming conceptsgood problem solving debugging skillsprofessional written interpersonal skillsability prioritize manage multiple milestone project efficientlyadvanced problem solving skill ability optimize code best possible outcomeexperience creating code client personalized need requirementsability work effectively collaborative environment create top performing interface,"['design', 'web app', 'debugging', '3 6 year']"
1821,web application frontend developerfor autonomous driving software development ecosystem,['software']
1822,system software middleware development c qnx linux autonomous driving platform perform requirement analysis develop sw detailed design ensure process compliance respect aspice automotive embedded engineer ada system sw expertise,"['design', 'middleware', 'linux', 'software']"
1823,strong coding skill one following java python groovy typescript javascript familiar linux unix environment knowledge experience defining test strategy different development level service level solution level application level knowledge experience web application derive test design knowledge experience non functional test service load testing performance testing stress testing memory test framework like jmeter memory profilers experience test framework like junit testng protractor typescript behavior driven development bdd tool cucumber basic knowledge rest concept security authentication authorization familiarity industry continuous integration continuous testing continuous deployment jenkins devops concept experience splunk logging framework preferred hand experience devops cx tool like git bit bucket jenkins artifactory understanding cloud provider like aws m azure experience setting test infrastructure cloud premise environment review script design acceptance criterion automation scripting deriving technical concept achieve best split test level achieve efficiently excellent product quality desire work fast paced demanding highly collaborative environment,"['security', 'continuous integration', 'framework', 'jenkins', 'groovy', 'linux', 'azure', 'protractor', 'design', 'junit', 'git', 'javascript', 'typescript', 'authentication', 'java', 'testing', 'continuous deployment', 'python', 'cucumber', 'devops']"
1824,responsible sw project respect aspect time spec quality budget responsible activity regarding sw system design sw project development planning validating release program version along documentation co ordinating guide task activity sw development team member registration scheduling ordering tracking requirement implementation creation sw container plant delivery calibration support ecu project manager evaluating functionality entire system respect objective ecu project analysis evaluation risk sw sub project,"['documentation', 'design', 'support', 'release']"
1825,review system requirementspreparation test specification automation test casesexecution test reporting defectspreparation test report test metric,['specification']
1826,description part horizontal market team support innovation initiative bgsw bosch global software technology bangalore idea validation across innovation maturity lifecycle primarily focusing desirability customer discovery viability business case key responsibility provide market view guidance innovation initiative bgsw leveraging bosch innovation framework conduct support following activity internal evaluation understand bosch business technology landscape perform innovation idea evaluation bosch strategic competency industry trend unmet need explore latest industry trend identify unmet need vi vi innovation idea study customer ecosystem pain point business model primary research benchmarking conduct primary research validate idea unmet need solved utilize pestel swot analysis etc value proposition define value proposition business prepare business model canvas identifying partner customer channel pricing guidance risk validation perform risk analysis innovation initiative perform market validation value proposition including business model value architecture architect value chain identifying key resource activity competency roadmap timeline cost expenditure,"['business', 'framework', 'support', 'software']"
1827,develop application automation electrification solution develop competitive solution dc ae product application following playing field need strengthen expertise printing application namely ci flexo rotogravure slitting screen printing laminator multi axis application packing application like news paper printing automatic vertical horizontal form filling machine case packing machine pharma application like capsule making vial filling machine application include material handling application like pick place agile robot manipulation various food packaging application textile application like draw frame ring frame compact spinning machine tool specifically water jet laser plasma application exposure automotive resistance welding application tightening application conveyor application also desired promote adjacent application part turn key small line must able guide team mechatronics solution automotive line linear motion solution machine tool depth knowledge multiple product group like servo vfd plc cnc hmi exposure iot enabled web based future automation platform mandatory orientation programming language like phython c c sharp matlab added advantage knowledge specialization experience proven expertise selecting commission mentioned application must also exposure working product family application lead team specialist area electrification automation must worked many application mentioned handled complete value chain,"['robot', 'material', 'pharma', 'programming language']"
1828,software function developer powertrain development vw group vehicle volkswagen audi porsche seat skoda lamborghini knowledge engine vehicle control unit development embedded software engine vehicle control unit testing experience 2 8 year embedded software developmentdetailed technical skill autosar fd flexray ethernet doip someip expertise embedded c programmingexpertise autosarhands experience comstack flexray ethernet stack good programming debugging skill communication protocol like fd flexray ethernetknow multicore controller software platformknowledge python perl scriptingpassionate automotive engineeringstrong analytical diagnostic skillsteam player excellent communicatorability work independently part teamattentive detail self motivatedexperience requirement analysis design implementation testing automotive swhands experience development tool like compiler emulator debugger canalyzer canoe hil sil etc knowledge tool inca ude diagra canoe canalyzer ecu testknowledge automotive electronics good overview sensor actuatorsknowledge diagnostics obd tester communication advantageexposure door ecu development ascet added advantage,"['canoe hil', 'emulator', 'python', 'design', 'compiler', '2 8 year', 'ethernet', 'volkswagen audi porsche', 'software', 'testing', 'debugging', 'perl']"
1829,specialist powertrain development vw group vehicle vw audi porsche seat skoda lamborghini knowledge functional safety iso26262 engine control unit software development embedded functional safety software engine control unit testing experience 5 8 year functional safety software development experience automotive functional safety sw requirement handling knowledge electrical hybrid vehicle safety handling safety goal hara fmea fta fmeda etc experience handling functional safety service autosar architecture experience working level3 4 5 autonomous vehicle safety goal hara tara handling etc knowledge project safety management automotive safety process relevant safety norm e g iec 61508 iso 26262 ecu development lifecycle overview product liability awareness german knowledge preferred,"['hara tara', 'iso26262', 'hara fmea', '61508', '5 8 year', '4 5', 'german', '26262', 'software', 'testing']"
1830,sale business development bosch rexroth product especially area motion control system servo motor drivesshould deep market knowledge business area food packaging printing pharmaachieve sale targeted sale margin allocated customerswork closely together technology expert sale expert sale manager sale related function team customer potential analysis developing new customerscompetition analysisregularly capture market trend plan necessary measure requiredcredit management sale inventory sale backlog receivables,['business']
1831,key responsibility accountability dutiesdevelop enterprise dashboard project status report m project server sharepoint meet client gather reporting requirement document requirement traceability matrix facilitate validation requirement review session document reviewsoptimization epm solution integration applicationsdesign implementation custom report using ssrs power bi address company need improve frequency accuracy timeliness reportingproactively efficiently work assigned task minimal supervisionrequired experience developing web application apis net mvc frameworkexperience developing report dashboard bi platform ssrs power bi3 plus year epm bi related experience developing aspect epm solution using project server 2013 laterknowledge project server application administration database administration specifically sql database sharepoint central administrationexcellent problem solving debugging skill experience troubleshooting issue project server applicationstrong analytical skill ability think complex rapidly changing environmentexcellent verbal written communication skillswillingness travelwillingness work customer locationmust understanding project management concept,"['2013', 'server', 'database', 'project management', 'debugging']"
1832,strong knowledge embedded system rest api interface serial communication protocol uart rs485 etc interface backend xmpp http experience c programming firmware developmentbasic hardware level understanding debuggingexcellent problem solving skill good experience using system analysis profiling tool debugging performance optimizationsexperience agile scrum test driven development cunit cantata knowledge linux yacto linux shell scripting added advantageexperience working iot project gateway development plusworking knowledge git ci cd process,"['yacto', 'rest api', 'scrum', 'embedded system', 'git', 'shell', 'linux', 'rs485', 'debugging']"
1833,responsibility 6 year experience software development testing minimum 4 year hand experience test managementresponsible test specification execution automation documentationresponsible test case quality test coverage1 according v v strategyinform v v manager v v statusexperience project test management tool codebeamer jira etcexperience continuous integration toolchainsexperience working agile project setup scrum process work experience embedded product testingexperience python matlab scriptinggood knowledge testing concept test process practice tool techniquesactive partition customer co ordination technical interaction across location ability work cross functional teamsadded advantage knowledge signal processing data analysisadded advantage experience sensor based testingskill experience embedded domainsound knowledge hand python scriptingistqb foundation level certified task task performed efficiently effectively according project v v strategyevaluation test basis testabilitysupport improving requirement regarding testabilitycreation test specificationstest executioncreation test reportsreporting detected issue deviation supporting analysistriggering performing review test case specificationsdefinition requirement test environmentsetting test environment including environment test automation automation test triggering performing review test automation scriptsgiving feedback time improve v v strategy,"['4 year', 'signal processing', 'interaction', '6 year', 'python', 'continuous integration', 'scrum', 'software', 'testing', 'specification']"
1834,1 experience technical project management purchasing2 experience engineering change management change management process3 experience technical discussion vendor clarify technicaland process related query new development4 experience initiating purchase requisition releasing purchase order insap mm 5 experience familiarity production part approval process ppap 6 experience design engineering change ecr documentation verifyingsupplier fmea icl process flow diagram control plan 7 experience measurement system analysis study statistical process control initial sample inspection report preparation isir release process documentation 8 experience project activity tracking reporting meeting projecttimelines per plan documenting analysing risk validation requirement new,"['8', 'engineering', 'design', '1', 'documentation', 'release', '5', 'project management', '6', 'diagram', '7']"
1835,1 experience technical project management purchasing2 experience engineering change management change management process3 experience technical discussion vendor clarify technicaland process related query new development4 experience initiating purchase requisition releasing purchase order insap mm 5 experience familiarity production part approval process ppap 6 experience design engineering change ecr documentation verifyingsupplier fmea icl process flow diagram control plan 7 experience measurement system analysis study statistical process control initial sample inspection report preparation isir release process documentation 8 experience project activity tracking reporting meeting projecttimelines per plan documenting analysing risk validation requirement new,"['8', 'engineering', 'design', '1', 'documentation', 'release', '5', 'project management', '6', 'diagram', '7']"
1836,setup build system integrate change developer release common baselinestrouble shooting issue buildworking experience clearcase git gerrit scm tool strong knowledge experience gitgood knowledge experience scripting bash perl python groovy writing script automate various processesknowledge experience automated build tool open build system jenkins etccontinuous integration tool concept jenkins staged integration etcknowledge build tool gnu make c make yocto auto conf linux system knowledge kernel android level preferred awareness sw development lifecyclesgood knowledge automotive vehicle infotainment system,"['bash', 'python', 'release', 'git', 'jenkins', 'groovy', 'linux', 'kernel android', 'perl']"
1837,job description communication diagnostics developer 3 6 yr exp 3 8 year experience embedded software developmenthands experience lin ethernet flex ray protocolsstrong knowledge kwp2000 uds iso 14229 iso 15765 iso 15031 obd sae j1939excellent c c programming skillsexperience requirement elicitation concept design development testingautomotive system knowledge ecu sensor software technical mindsetknowledge communication stack development tool cuba bctexperience autosar development environment dcm dem com nvm bswm understanding software system design e g layered software architecture autosar osek o communication stack standard software etc knowledge tool like canalyser canoe candiva canstress candela studio knowledge diagnostics data file cdd pdx odx filesawareness hardware hardware software interface software development modelsexperience usage testing tool like labcar debugger simulator etc strong debugging skillsgood knowledge aspiceexperience using change management version management tool like rational clearquest svn door clear case etc experience scripting language like phython perl capl etc technical feasibility analysis customer diagnostics requirement estimationexcellent communication interpersonal skillshighly flexible work agile team quickly able adopt multiple oem requirement,"['14229', 'canoe candiva', 'kwp2000', 'cuba', 'lin ethernet flex', 'perl', 'scripting language', 'design', '3 6 yr exp', 'software', 'candela', 'debugging', 'data file', 'testing']"
1838,job description communication vehicle developer 3 6 yr exp hand communication topic automotive domaingood knowledge autosar based communication diagnostic stackworking knowledge canfd lin flexray ethernet stackvector comstack communication davinchi configuration toolresponsible customer specific communication software development com stack configuration testinggood c programming skillsworking knowledge rte based communication rtos micro controllersknow communication asil c standardshands com testing tool cananalyzer canoe caplknowledge customer requirement matrix dbc ecuextract ldf etc knowledge aspice quality standardexcellent communication interpersonal skillshighly flexible work agile team quickly able adopt multiple oem requirement,"['dbc', 'canfd lin', 'ethernet', '3 6 yr exp', 'testing', 'software', 'cananalyzer canoe caplknowledge']"
1839,software tool qualification based iso26262 standard analyze identify safety relevant use case tool scope tool qualification discus confirm use case stakeholder determination tool feature used performing tool use case logical determination possible error feature determination tool process detection identified error determine tcl value use case performing qualification validation method tcl2 tcl3 use case test case documentation execution,"['iso26262', 'documentation', 'software']"
1840,technical skillsgood knowledge devops concept ci cd practicesawareness hand experience scm alm tool git gerrit github gitlab rtc etc continuous integration tool concept jenkins staged integrationknowledge experience automated build tool open build system jenkins cloud based tool etc scripting language groovy python html perl ant maven bash shell java yaml etc experience containerization packaging tool docker conan jfrog artifactory etc multitasking capability handle different projectsprocess oriented approach meticulously handle task high repetitiontechnical mentoring leading topicsessential duty responsibilitiessetup build system integrate change developer release common baselinestrouble shooting issue failed build hourly continuous nightly integration build understand different release model create configurationstrigger os scan generate bundle compiled file scan provide report sw pm sw releaseexecute sw signing generate signed container according different strategy projectowner sw baseline configuration component product capability test baseline ass fitment releasehandle sw release production plant generate sw container expected format appropriate documentationhandle issue w r sw flashing bvt smoke testingcontinuous test framework setup collaborating project team additional skillsexperience monitoring tool like grafanaknowledge log management tool splunkworking methodology safe scaled agile framework aspice swe 5 sw integration integration test understandingsoft skill ability work independent well good team playerstrong written oral communication skillsstrong interpersonal skill,"['docker', 'scripting language', 'continuous integration', 'framework', 'jenkins', 'monitoring', 'groovy', 'hourly', 'component', 'rtc', 'git', 'github', 'java yaml', 'perl', 'gitlab', 'maven bash', 'shell', 'nightly', 'python', 'release', '5', 'devops', 'log management']"
1841,key task responsibility responsible software developer psw customer project automotive embedded system projectsresponsibility hw configuration sw configuration sw integration work package respect fulfillment requirement quality time effortperform software system configuration e g core sw configuration uc memory adc pwm dio eeprom etc ensure overall integration swsupporting estimation effort planning work packagecreation software program version development phase series delivery plantsolve interface issue software module package integration integration software module provided customer software sharing perform system test integration test etc coordinating stakeholder ensure delivery software time qualityact point contact debugging trouble shooting controller software mandatory experience least 3 year experience software development automotive embedded system projectsexperience hw io configuration uc software development functional sw automotive embedded system projectsexperience debugging troubleshooting automotive ecu embedded softwareexperience software configuration management toolstools know inca tool canalyzer vehicle diagnostic tool hil test systemsexcellent knowledge c language programming excellent communication interpersonal skillsgood understanding automotive domainworking knowledge rtos microcontrollers target hardwareunderstanding hw core configuration core interface application software,"['debugging', 'embedded system', 'software']"
1842,position design developer technical expertise field embedded software solution automotive domain fusa bootloader car multimedia display cluster driver monitoring project agile team design develop solution inter core inter processor inter domain communication design develop test strategiesan open creative mindset ability find solve problem,"['design', 'monitoring', 'strategiesan', 'software', 'multimedia']"
1843,lead vibrant team across global region implementation functional safety according iso26262 steering systemsto develop roadmap functional safety strategy drive implement safety culture across organization work collaboration customer safety organization well project development team manager functional safety aspectsto organize conformation review audit safety assessment project ensure compliance relevant functional safety standard,"['collaboration', 'iso26262']"
1844,identify plan coordinate monitor testing activity hil environment steering systemsto lead implementation test strategy customer project deploy efficiency improvement measure work collaboration development organization well project team ensure test coverageto build pool competent tester deploy project,"['collaboration', 'testing']"
1845,job descriptionsupport user resolving issue related application lifecycle management tool like rtc jenkins git artifactory door enterprise architect etc first level user support application access configuration management application upgradesuse ticket tracking system like jira rtc solve user query issue regarding various alm toolsmaintaining updating technical document proceduresidentifying resolving technical issuespreparing maintenance plan upgrading schedule alm application toolsdeveloping report team across businessability learn new technology tool based need requirementsskills experienceminimum 2 4 year experience application support analystwork experience software development tool like rtc jira git artifactory jenkins gerrit etc understanding software development lifecycle various tool used sdlcexperience using ticket tracking tool like rtc jirahands experience scripting language like python groovy java would plusexcellent team skill good collaboration stakeholdershighly flexible work self motivatedexcellent interpersonal communication skill,"['rtc jenkins', 'java', 'jira rtc solve', 'rtc', 'scripting language', 'python', 'git', 'tracking system', 'jenkins', 'rtc jira', 'collaboration', 'groovy', 'first', 'software', '2 4 year', 'schedule', 'support']"
1846,experience embedded testing automotive infotainment good knowledge system testing concept test case design test execution v v model knowledge sw development lifecycleknowledge requirement defect management tool door jira rtc docusharehands experience medium infotainment diagnosis modulesexcellent communication skill able work independentlymust highly collaborative pragmatic delivery focused,"['design', 'medium', 'testing', 'system testing', 'jira rtc docusharehands']"
1847,seeking passionate result driven project manager interested problem solving proposing advanced digital solution customer strong focus towards agile methodology experience handling scrum team need manage offshore team developer team strength 5 12 collaborate onsite manager product owner deliver quality solution within boundary scope schedule cost responsible stake holder management risk management planning scheduling monitoring continuous improvement nurturing innovationquantitative project management monitoring kpis excellent analytical communication presentation skill know hand experience full stack developmentexcellent proficiency fundamental front end language html cs javascript hand experience javascript framework angular j react vuejs proficiency server side language python nodejs java experience back end service micro service development relational database postgres mysql oracle etc expertise open source technology nosql db technology elasticsearch rabbitmq mongodb redis etc,"['framework', 'react', 'monitoring', 'schedule', 'nosql', 'oracle', 'elasticsearch', 'javascript', 'rabbitmq', 'project management', 'mysql', 'redis', 'angular', 'java', 'relational database', '5 12', 'front end', 'mongodb', 'server', 'python']"
1848,customer engineering development advanced high performance electronic control unit automotive,['engineering']
1849,supporting hardware functional safety development development safety system meet requirement corresponding standard iso 26262 evaluate prove design meet safety target analysis safety assessment fmea fmeda dfa etc coordinate functional safety activity different system supporting functional safety discussion customer project related product support internal functional safety assessment representing functional safety interest inside company establish safety culture,"['26262', 'design', 'support']"
1850,c development window linux scripting python cmake git customization delivery v v,"['python', 'git', 'linux']"
1851,looking skilled syatem engineer work cutting edge automotive iot fusion topic perfectly keyless phone key considered next big thing connected automotive security system resource shall posse creative mind enthusiasm work future tech candidate responsible system engineering pk ecu position requires sufficient knowledge system requirement engineering automotive system architecture development working topic shall experiencing interesting challenging work flow,"['engineering', 'fusion', 'security']"
1852,customer engineering development advanced high performance electronic control unit automotive,['engineering']
1853,working team delivers base sw autosar ecus automotive power train area developeranalyze customer requirement create autosar based bsw main focous communication module configure deliver complete bsw per customer needlow level driver software testing debugging troubleshootingconfigure autosar bsw rte configuration,"['bsw main', 'bsw', 'bsw rte configuration', 'software', 'testing', 'debugging']"
1854,looking skilled cross platform mobile apps developer work innovative application solution show case bosch mem sensor feature enable customer evaluate test sensor feature also could used demonstration oem forum like ce lead shall posse creative mind enthusiasm work future tech candidate shall involve designing developing apps android iphone shall ready experience interesting challenging workflow wide variety sensor like imu environmental,"['android', 'mobile', 'workflow']"
1855,9 year experience software development testing minimum 3 year hand experience test managementexperience project test management tool x ray testrail jira experience continuous integration toolchains jenkins freestyle pipeline experience working agile project setup scrum processwork experience embedded product testinghands experience python matlab scripting,"['python', 'continuous integration', '3 year', 'jenkins', '9 year', 'software', 'testing']"
1856,responsible planning executing tracking development project collaborates business development expert team delivering quality solutionsresponsible managing team resource communicating clarifying requirement removing obstacle managing time task implementing department organization strategiesunderstand business need fundamental solution architecture communicate teamstechnical development coordination consulting sap s4 r3 developmentsreviews verifies ensure adherence standard best practice report communicate transparency customercoach mentor motivate team member accept full accountability assigned work evaluating customer feedback instituting change necessary manage expectationsprovides depth expertise sap technical topic rdct life cyclecollaborates work alignment business team towards customer assisting development team analyzing developing implementing solution satisfies design requirementsensure development team follows standard template process regulation delivery excellence organization ensures consistent requirement engineering development deployment testing methodology steering development team different location,"['business', 'strategiesunderstand', 'engineering', 'design', 'deployment', 'testing', 's4']"
1857,design develop test automation solution using script automatically test functionality software hardwaredesign develop test strategy test plan test specification per product requirement ensure proper execution test procedure automated test suite script requirement collaborate development team verification validation team develop test solution establish continuous integration environment executing software build automated test required skillsmust deep experience test engineering building test automation tool framework must proficient knowledge scripting language like python experience embedded c c added advantage experience continuous integration continuous delivery pipeline using jenkins good knowledge open source test automation framework good understanding experience static code analysis tool unit testing framework knowledge agile software development processesexperience defect tracking management software like jira creative mindset ability approach problem creatively,"['python', 'scripting language', 'engineering', 'design', 'continuous integration', 'framework', 'jenkins', 'software', 'specification', 'testing']"
1858,create policy guideline align dynamic code comply company brand global standard perform accessibility audit report audit finding develop creative innovative accessibility solution adhere organization guideline eg wcag test ensure accessibility solution effective successful collaborate team implement accessibility solution coach mentor peer accessibility best practice,[]
1859,good knowledge embedded c uc architecture autosar hand experience simulation debugging tool like vector canoe greenhills multi davinci developer configurator work experience board bring mcal peripheral driver working experience communication protocol like tcp ip spi rs232 i2c working experience diagnostic protocol like uds kwp experience performance measurement analysis embedded system environment strong sw analysis debugging skill good understanding logic algorithm good understanding sdlc knowledge unit testing developed sw technical mentoring leading topic knowledge iso26262 functional safety iec 61508 equivalent standard good knowledge automotive domain good communication independent customer handling coordination skill good knowledge iso 9001 2008 cmmi l5 process experience software development life cycle automotive domain experience working international team inter cultural exposure certification functional safety domain e g fscae good knowledge scripting test automation experience fmea hazard analysis,"['iso26262', 'algorithm', '61508', 'embedded system', 'simulation', 'canoe', 'rs232', 'testing', 'software', 'debugging']"
1860,experience 2 6 years1 minimum 2 year experience core java3 basic knowledge java 4 eclipse plugin development added advantage 5 junit framework6 sdlc software life cycle management7 jenkins8 scm source control management 9 good communication skill,"['java', '4', 'junit', '2 year', 'eclipse', '5', 'software', '9', '2']"
1861,responsibility interact expert architect bbm product line pls involved next gen platform development propose improvement w r compiler debuggerdevelop test case effectively validate outside compiler debugger identify defect avoid leak pls save work cost regular technical debug session analyze resolve issue reported compiler debugger provide time solution customersdo depth technical discussion architect vendor company bring insight clarity various technical feature issue tool requested customer continuously optimize improvise stability efficiency compiler lauterbach tool chainunderstand bbm architecture develop target controlled flash script debugger environment based application team requirementsdevelop innovative proof concept debugger compiler area could benefit customer rbeirepresent bosch standard compiler debugger forum provide regular technical contribution opportunity groom lead team technically enable current future project scopesengage internal customer deliver answer update feature support developmentminimum skill set strong experience embedded c embedded c programmingworking experience lauterbach debugger scriptsexperience developing contributing compiler project code base llvm gcc icc msvcexperience developing compiler code generator optimizersexcellent coding problem solving analysis skill including experience assembly codepassion programming language computer architecture code optimizationexperience c11 c 11 c 14 standardsexperience automation using python programming experience eabi standard infineon arm renesas powerpc controller,"['computer architecture', '14', 'programming language', '11', 'python', 'compiler', 'support']"
1862,required skillshands experience reactjsstrong java j2ee javascript html cs springstrong understanding fundamental web service technology restful implementation standard http uri json ajax xmlexposure experience least one database technology mysql ormfull stack development experiencemust knowledge mvc design patternstrong problem solving skill analytical bent mind,"['java', 'design', 'javascript', 'ajax', 'database', 'mysql', 'web service', 'one']"
1863,responsibility single point contact sdlc phase wherein end end technical responsibility topic gathering requirement develop solution proposal effort estimation technical review mentoring team customer interaction competency build upskillsetc net full stack developer strong oops knowledgetechnical skill web application development mandatory skillset c net angular 10 jenkins gradle added advantage microservices cloud docker kubernetes expertise database sql server sql queriesdomain skill virtualization concept labcar competency knowledge system testing tool virtual vehicle like ecu test silver etc knowledge sonarqube unit testing framework test automation like xunit able develop clean code design build maintain efficient reusable reliable code identify bottleneck bug devise solution strong analytical skill german language knowledge would added advantage,"['interaction', 'docker', 'sonarqube', 'devise', 'gradle', 'angular', 'server', 'design', 'framework', 'jenkins', '10', 'database', 'kubernetes', 'testing', 'system testing']"
1864,functional safety engineering management planning coordination execution functional safety related activity according iso 26262 relevant phase project life cycleperform safety analysis fmea fta support project team perform safety analysis system softwaredevelopment safety concept system braking system software functionsperform requirement engineering identify safety requirement analyze requirement safety impact prepare safety case per requirement iso26262co ordinate safety assessment auditscustomer interface single point contact safety work product discussion oem training coaching development project functional safety related activity ensure safety culture project team,"['26262', 'engineering', 'support', 'software']"
